"ow_esri_emission_esri_ew_esri_ow_geometric_rank","ew_esri_emission_esri_ew_esri_ow_geometric_rank"
2.02494160439857e-06,1.28532116105631e-06
2.84115212011094e-06,1.71385694972379e-06
2.63113300665118e-05,0.000128155111747333
2.8121104039987e-05,0.000128586316345167
4.29097987323174e-05,0.000128663115422409
0.000126195665578992,0.00180985858479865
0.000144199436753873,0.00181604657036179
0.00113542214461983,0.00187190224804971
0.00113583096996348,0.00191432054105022
0.00113659613993059,0.00193651225359356
0.00138037266537309,0.00358905331026065
0.00203654686358474,0.00376111403708271
0.00204497526008367,0.00379024353335376
0.00300927823143647,0.0038854745858091
0.00374514478932733,0.00401118072354946
0.00374947384174373,0.00401909630088642
0.00379003081413797,0.00404316221854001
0.00437448736493058,0.00426980355151062
0.00440361295113677,0.00430313340454361
0.0173579759191194,0.0179683807996333
0.0177763732667831,0.0181858046425749
0.0178876712284702,0.0181952795888633
0.0197132855404035,0.0190585417122244
0.0197590370634046,0.0190965277873691
0.0197632950480919,0.019105765209811
0.0203722512253761,0.0195273976278162
0.0204417773903924,0.0195735449394217
0.0205309972997084,0.0196224635199285
0.0205320141748438,0.0196259678268899
0.020535817605737,0.0196351912138562
0.0209891574824817,0.0197714481891355
0.0211073622586372,0.0198602463471214
0.0239118695493424,0.0217462691278725
0.0239575768557403,0.0217752705074428
0.0239855719007325,0.0218025138914435
0.0240078261828985,0.0218303218419207
0.0263784786007112,0.0229642465389062
0.0264493748217162,0.0230187063428665
0.0277511653360945,0.0241413759042152
0.0278362325185161,0.0241649491865722
0.0281420434808685,0.024500562522385
0.0283037898157247,0.0246252818422863
0.0283251771475812,0.0246700413528723
0.0307491548256387,0.0261469410712831
0.0307887559785333,0.0262160260435546
0.0309223289157069,0.0263269632842539
0.0309570924309238,0.0263529813723602
0.0312011230568055,0.0267335540624235
0.0318094406848789,0.0271246290096793
0.036876767036874,0.0304401912494721
0.0374382752683174,0.0306979312400251
0.0378714931766714,0.0309365855890433
0.0379135897446203,0.0309439148838079
0.0392441181165233,0.0318422224133685
0.0394248375914773,0.0319223439203455
0.0395426450459995,0.0319834724099215
0.0401275103737202,0.0324212513262066
0.0407624617592555,0.0324865876385763
0.0409345564277352,0.0325247539518797
0.0409672234475605,0.0326570992438279
0.0411714580825423,0.0329537881011751
0.0412303590379568,0.0330014478918624
0.0417559150080404,0.0332943278944086
0.0423173943115507,0.03375843031684
0.043167155421855,0.0344758705248388
0.0541368677952226,0.0431453956194403
0.0542365603115247,0.0432645888099555
0.0559592739368861,0.0443553993153131
0.0560337838427266,0.0444026959094665
0.0561059361675811,0.0445327037540401
0.056960313104784,0.0447157258161196
0.0597005697817355,0.0462637502401375
0.0605298804454639,0.0474000809947574
0.0665507065344152,0.0541164001653959
0.0666590050844255,0.0542290121373473
0.0669898298770725,0.0544289451476817
0.0683459844511044,0.0557274918834418
0.0685843678603604,0.0558675868283214
0.0694993078040081,0.0565645227197597
0.0695439998637895,0.0566068347661254
0.0696200506750986,0.0569636584452284
0.0696597320998766,0.0569723038169524
0.0696779478983847,0.0570209415577814
0.0703421360824711,0.0574487372862036
0.0704153585179384,0.0575988777597716
0.0704566200745533,0.0576691088783633
0.070647636613177,0.0580287160723879
0.0719492125386811,0.0597218613534202
0.0726900485327249,0.0602863340304694
0.080832967988504,0.0661331769289936
0.0822046453742273,0.0666367275465773
0.0935702004279164,0.0792281305416072
0.0950997447361269,0.08086743468057
0.0990518554739627,0.0837118416226657
0.0991658959403363,0.0837837809451109
0.112773518340504,0.0991944506782645
0.113348538862313,0.0996341506710706
0.114553215269736,0.100800879253449
0.116566174597826,0.103259018828605
0.118051584215947,0.103991038383961
0.345869563262202,0.297620824456394
0.346012695152534,0.297667313621534
0.347418242763011,0.298199106765046
0.347769787284195,0.299250047254909
0.348117876278541,0.299443917036403
0.348472377578926,0.299560827184439
0.349218442427012,0.300530522465264
0.350467087012126,0.301622077096138
0.357328276653245,0.304227462310173
0.363452096944948,0.30694496821136
0.363675673574394,0.307077384121186
0.364090594438296,0.30753823076689
0.364214310306626,0.307599913831237
0.364504476034332,0.307725422498591
0.379347785819093,0.315071667643362
0.380031069618896,0.315187999888936
0.381457380088689,0.315911510792407
0.381660972723914,0.3161179374034
0.382217666525945,0.317037175531643
