"ow_esri_co2_rank","ew_esri_co2_rank"
0.0119659671434804,0.0120981387196824
0.0120209006161164,0.0137546291541592
0.321764673488059,0.282457569619427
0.321785972901797,0.282581984615787
0.321817428970409,0.28402717246719
0.325257504624933,0.285136891459635
0.326076906747097,0.285590958805305
0.326421350838418,0.285620256541423
0.326733293204649,0.28572159337401
0.327407825578209,0.285821910540722
0.327761718707826,0.285888746693422
0.328085355036416,0.286046105801854
0.329000753740592,0.286297884041267
0.329002587117816,0.286299185743364
0.329205510410036,0.286338319847129
0.329595016797305,0.286603419790691
0.329711326330118,0.2866739665903
0.329884574113175,0.286758176854653
0.331187090582433,0.287256793371135
0.331279081966203,0.287306406852784
0.331998245662353,0.287421606778223
0.332457370034033,0.287649498776156
0.33380205775552,0.288472114300357
0.335659398116785,0.288874536341502
0.335878546539186,0.288998190366243
0.336409647129142,0.290277294945528
0.33654816589553,0.29032310908782
0.336558859353511,0.290325867605593
0.336573954069001,0.290343111020457
0.336676871753373,0.290373088249042
0.337090728201009,0.290513406816619
0.337496182640273,0.290780268978255
0.337546571355674,0.290793543031311
0.337735924004902,0.290869577122247
0.33787263237139,0.291054959251772
0.338167395085429,0.291200109792804
0.338340327612773,0.291296239661609
0.33835579126574,0.291306423474042
0.338739969099464,0.291745913404474
0.338860517413008,0.292011266229833
0.338905370634395,0.292012811301317
0.339249833802233,0.29220421729287
0.340199098512193,0.293181408490598
0.34082286736613,0.294228272183508
0.341018143722129,0.294387339598761
0.341672774698625,0.294498744768821
0.341725722716541,0.294518028043064
0.341803549270384,0.29455221045174
0.341833542911458,0.294588476840694
0.341879516704782,0.294604818882814
0.342032959060947,0.2946894699489
0.342033825380257,0.294689933395345
0.342194106429158,0.294831390485814
0.342540487930263,0.295878958509707
0.343590249683679,0.296676093824118
0.343683333605055,0.296744684379964
0.343688774011819,0.296745309387625
0.343690620361679,0.29674579845533
0.343784308174608,0.296781758070256
0.343818256358482,0.296799913229412
0.343826623826226,0.29682882630648
0.343928500024277,0.296950112420724
0.344112294650771,0.297027428327063
0.344137379883586,0.297042675968093
0.350954442253087,0.299615320792985
0.351350691004851,0.299821929088323
0.352600167690258,0.300912805846079
0.352600699439388,0.300955202296087
0.352669589282469,0.300984322858264
0.352687560770111,0.301015236346052
0.352717220354759,0.301042183250336
0.35272178223167,0.301044666384902
0.35273133155786,0.301052222595591
0.352759809925874,0.301061783912951
0.354112251065843,0.301543153121104
0.354160306854239,0.301564969921197
0.360281072529829,0.304280600891295
0.360875394278634,0.304798812333217
0.360876087239826,0.30482088131526
0.362281084323737,0.305353218949197
0.362630082559147,0.305501690635795
0.377446199643625,0.312831906021439
0.377580451367576,0.312886641713234
0.377601440231707,0.312926686432405
0.378158736467263,0.313847884177064
0.378183198069572,0.313852622122835
0.378226540636438,0.313887674276972
0.378696177940266,0.314115203481051
0.378704184176642,0.314122771931437
0.378768907291521,0.314140330705911
0.379514222356067,0.315108226131354
0.379648972362398,0.315140294301862
0.379737919698447,0.315190448048968
0.379803444926209,0.315256338166095
0.379976471316549,0.315344905576427
0.380053996252165,0.315411869292898
0.380816636516553,0.315692858134872
0.380826002504862,0.315700308839957
0.380865620599635,0.315730046802675
0.380884317639525,0.315807591665902
0.380915196716961,0.315852113304137
0.380924046397196,0.315862598835767
0.381060939106128,0.316082057032889
0.381118826567188,0.316285142993601
0.381150381177591,0.316309316150347
0.381154818235083,0.316317164763787
0.381203462238827,0.316338042352659
0.381431255182348,0.316472854689576
0.381502188347315,0.316525952045222
0.38151260205144,0.316534534769802
0.381517888974912,0.316548099236911
0.381572509204149,0.316582435302605
0.381575255014278,0.316589832963659
0.381586401558897,0.316594810094866
0.381710932613689,0.316656625483007
0.381720676695825,0.316700357472221
0.381721922365276,0.316704639561253
0.382014107157152,0.316830785629143
0.382217666525945,0.317037175531643
